(('de', 1.0), 90, (1632, 1518), None, 'hsl(0, 100%, 30%)')
(('kgs', 0.095324307706938088), 6, (1892, 1142), 2, 'hsl(221, 100%, 30%)')
(('dispensario', 0.092382688411195332), 6, (1820, 1294), None, 'hsl(222, 100%, 30%)')
(('refinería', 0.091690389323317786), 6, (1749, 1378), 2, 'hsl(222, 100%, 30%)')
(('colaborado', 0.08892155004753298), 6, (1764, 1314), 2, 'hsl(223, 100%, 30%)')
(('traumatismo', 0.088556147506073518), 5, (1897, 1278), None, 'hsl(223, 100%, 30%)')
(('marrón', 0.08850231818342344), 5, (1850, 1326), 2, 'hsl(223, 100%, 30%)')
(('repetto', 0.085376036437583513), 5, (1883, 1128), None, 'hsl(224, 100%, 30%)')
(('ambato', 0.084847854288057092), 5, (1822, 1351), 2, 'hsl(224, 100%, 30%)')
(('hemoglobina', 0.083608879615550136), 5, (1929, 1247), None, 'hsl(224, 100%, 30%)')
(('seccionales', 0.083141243700681475), 5, (1739, 1292), 2, 'hsl(225, 100%, 30%)')
(('tocuyo', 0.082602709763367019), 5, (1963, 1294), 2, 'hsl(225, 100%, 30%)')
(('nonbre', 0.081754396429707568), 5, (1978, 1275), None, 'hsl(225, 100%, 30%)')
(('confort', 0.081031940606593425), 5, (1739, 1329), 2, 'hsl(225, 100%, 30%)')
(('commission', 0.08054459517545362), 5, (1860, 1161), None, 'hsl(225, 100%, 30%)')
(('kaiser', 0.080087452461527098), 5, (1897, 1210), 2, 'hsl(226, 100%, 30%)')
(('viamonte', 0.079271348806159922), 5, (1919, 1173), None, 'hsl(226, 100%, 30%)')
(('your', 0.078924281196842208), 5, (1929, 1287), None, 'hsl(226, 100%, 30%)')
(('locatario', 0.077911396102633215), 5, (1744, 1365), 2, 'hsl(226, 100%, 30%)')
(('barahona', 0.077699216719174527), 5, (1925, 1307), 2, 'hsl(226, 100%, 30%)')
(('disociación', 0.077550670161769503), 5, (1801, 1201), 2, 'hsl(226, 100%, 30%)')
(('elevadores', 0.0774852558522202), 5, (1891, 1320), 2, 'hsl(226, 100%, 30%)')
(('esclerosis', 0.077385530508709055), 5, (1875, 1126), None, 'hsl(226, 100%, 30%)')
(('pasional', 0.076136769141408711), 5, (1784, 1320), 2, 'hsl(227, 100%, 30%)')
(('oclusión', 0.075910662504090523), 5, (1801, 1330), None, 'hsl(227, 100%, 30%)')
(('works', 0.075259761935345573), 5, (1860, 1267), None, 'hsl(227, 100%, 30%)')
(('anita', 0.07521051700312513), 5, (1756, 1247), None, 'hsl(227, 100%, 30%)')
(('evoluciona', 0.073991385403238283), 5, (1845, 1340), 2, 'hsl(227, 100%, 30%)')
(('clínicamente', 0.072001910266413074), 4, (1983, 1273), None, 'hsl(228, 100%, 30%)')
(('románico', 0.071909323917655782), 4, (1805, 1195), 2, 'hsl(228, 100%, 30%)')
(('compenetración', 0.070732915647074096), 4, (1860, 1198), None, 'hsl(228, 100%, 30%)')
(('usinas', 0.069756505593078846), 4, (1988, 1283), None, 'hsl(229, 100%, 30%)')
(('solari', 0.069724236470909751), 4, (1702, 1307), None, 'hsl(229, 100%, 30%)')
(('secuelas', 0.069025401323745184), 4, (1968, 1247), None, 'hsl(229, 100%, 30%)')
(('zaguán', 0.06835584953488015), 4, (1972, 1249), None, 'hsl(229, 100%, 30%)')
(('quezaltenango', 0.068272324614550461), 4, (1795, 1205), 2, 'hsl(229, 100%, 30%)')
(('verapaz', 0.068096871243217796), 4, (1844, 1158), 2, 'hsl(229, 100%, 30%)')
(('line', 0.067961688986840518), 4, (1853, 1149), 2, 'hsl(229, 100%, 30%)')
(('desdoblamiento', 0.065170369181259513), 4, (1782, 1365), 2, 'hsl(230, 100%, 30%)')
(('tandil', 0.064862228526689394), 4, (1903, 1296), None, 'hsl(230, 100%, 30%)')
(('emulsión', 0.064534322916374995), 4, (1866, 1221), 2, 'hsl(230, 100%, 30%)')
(('parodi', 0.064305872073170831), 4, (1872, 1199), None, 'hsl(230, 100%, 30%)')
(('brasileñas', 0.063894930599390901), 4, (1821, 1216), None, 'hsl(230, 100%, 30%)')
(('diagnosis', 0.063892614494772862), 4, (1808, 1358), 2, 'hsl(230, 100%, 30%)')
(('caquetá', 0.063398436385549123), 4, (1876, 1262), 2, 'hsl(231, 100%, 30%)')
(('infecciosa', 0.063099566970447468), 4, (1861, 1245), None, 'hsl(231, 100%, 30%)')
(('apicultura', 0.062913057856995566), 4, (1944, 1205), None, 'hsl(231, 100%, 30%)')
(('prestigiosos', 0.06252619617995421), 4, (1925, 1179), None, 'hsl(231, 100%, 30%)')
(('acondicionamiento', 0.062429268437087487), 4, (1769, 1350), 2, 'hsl(231, 100%, 30%)')
(('histológico', 0.062189762639061251), 4, (1771, 1233), None, 'hsl(231, 100%, 30%)')
(('románica', 0.060959550356401666), 4, (1861, 1295), None, 'hsl(231, 100%, 30%)')
(('intuición', 1.0), 53, (1697, 1025), None, 'hsl(115, 100%, 30%)')
(('experimentación', 0.68049124436049602), 24, (1739, 1034), None, 'hsl(158, 100%, 30%)')
(('ineludible', 0.65198221148693714), 23, (1759, 1107), 2, 'hsl(162, 100%, 30%)')
(('erosión', 0.65131986090240879), 23, (1639, 1239), 2, 'hsl(162, 100%, 30%)')
(('biológico', 0.585417117738673), 21, (1666, 1122), None, 'hsl(171, 100%, 30%)')
(('mayas', 0.55378872330905615), 20, (1758, 1130), 2, 'hsl(175, 100%, 30%)')
(('bacterias', 0.48788051620775436), 19, (1621, 1213), 2, 'hsl(184, 100%, 30%)')
(('típicos', 0.48605201680435661), 19, (1769, 1080), 2, 'hsl(184, 100%, 30%)')
(('barranquilla', 0.42811172545312293), 13, (1762, 1145), None, 'hsl(192, 100%, 30%)')
(('psíquica', 0.42292926611866782), 13, (1777, 1146), None, 'hsl(193, 100%, 30%)')
(('health', 0.41419946457005558), 13, (1680, 1083), None, 'hsl(194, 100%, 30%)')
(('hormigón', 0.39309276843202862), 13, (1651, 1257), 2, 'hsl(197, 100%, 30%)')
(('excepcionalmente', 0.38406899520855442), 9, (1652, 1139), None, 'hsl(198, 100%, 30%)')
(('maceo', 0.37884206838407714), 9, (1672, 1228), 2, 'hsl(199, 100%, 30%)')
(('psíquico', 0.37754891472074187), 9, (1792, 1156), None, 'hsl(199, 100%, 30%)')
(('proximidades', 0.36390097783457459), 9, (1758, 1066), 2, 'hsl(201, 100%, 30%)')
(('plasma', 0.36091721417330497), 9, (1830, 1126), 2, 'hsl(201, 100%, 30%)')
(('figs', 0.34782922597814481), 9, (1814, 1142), 2, 'hsl(203, 100%, 30%)')
(('gral', 0.33780764518765077), 9, (1629, 1199), 2, 'hsl(204, 100%, 30%)')
(('ecuatorianos', 0.33505276016606583), 9, (1690, 1048), None, 'hsl(205, 100%, 30%)')
(('constructiva', 0.32702313255160476), 9, (1684, 1120), None, 'hsl(206, 100%, 30%)')
(('evolutivo', 0.31480112281437339), 9, (1802, 1143), None, 'hsl(207, 100%, 30%)')
(('rogelio', 0.31156076726673537), 9, (1685, 1267), None, 'hsl(208, 100%, 30%)')
(('floración', 0.27622705680954546), 8, (1698, 1082), None, 'hsl(212, 100%, 30%)')
(('depuración', 0.27496161179147321), 8, (1758, 1094), 2, 'hsl(213, 100%, 30%)')
(('calorías', 0.27406635936075252), 8, (1771, 1053), 2, 'hsl(213, 100%, 30%)')
(('bucaramanga', 0.25748768153206292), 6, (1643, 1157), None, 'hsl(215, 100%, 30%)')
(('maurice', 0.25377101320726336), 6, (1717, 1224), 2, 'hsl(215, 100%, 30%)')
(('reglamentaciones', 0.24660355433158448), 6, (1619, 1228), 2, 'hsl(216, 100%, 30%)')
(('indumentaria', 0.24182085540355627), 6, (1819, 1097), 2, 'hsl(217, 100%, 30%)')
(('sudamericanos', 0.24137736705126439), 6, (1610, 1236), 2, 'hsl(217, 100%, 30%)')
(('capacitados', 0.23277224116748685), 6, (1687, 1174), None, 'hsl(218, 100%, 30%)')
(('legendario', 0.23266436180629885), 6, (1673, 1235), 2, 'hsl(218, 100%, 30%)')
(('oliveira', 0.23259043577358837), 6, (1658, 1270), 2, 'hsl(218, 100%, 30%)')
(('implementos', 0.2319223978741734), 6, (1698, 1035), None, 'hsl(218, 100%, 30%)')
(('treynta', 0.22673094476996752), 6, (1770, 1073), 2, 'hsl(219, 100%, 30%)')
(('seccional', 0.22042147174863755), 6, (1727, 1238), 2, 'hsl(220, 100%, 30%)')
(('found', 0.21212378624340025), 6, (1831, 1135), 2, 'hsl(221, 100%, 30%)')
(('bonificación', 0.19635265739810231), 6, (1694, 1120), 2, 'hsl(223, 100%, 30%)')
(('reich', 0.19455058490203689), 6, (1772, 1194), None, 'hsl(223, 100%, 30%)')
(('decorativo', 0.19416804812819199), 6, (1737, 1041), None, 'hsl(223, 100%, 30%)')
(('arcaico', 0.19384510562825816), 6, (1724, 1246), 2, 'hsl(223, 100%, 30%)')
(('altiplanicie', 0.19119841244651919), 6, (1705, 1020), 2, 'hsl(224, 100%, 30%)')
(('historical', 0.18587174091138764), 6, (1809, 1152), 2, 'hsl(225, 100%, 30%)')
(('rocafuerte', 0.18350580095293101), 6, (1700, 1134), None, 'hsl(225, 100%, 30%)')
(('racionamiento', 0.18093951511957812), 5, (1659, 1162), None, 'hsl(225, 100%, 30%)')
(('small', 0.17699051790073084), 5, (1678, 1274), None, 'hsl(226, 100%, 30%)')
(('henequén', 0.17560267633851814), 5, (1669, 1092), None, 'hsl(226, 100%, 30%)')
(('sugestiva', 0.1744990518945021), 5, (1758, 1038), None, 'hsl(226, 100%, 30%)')
(('treatment', 0.17400418361227091), 5, (1709, 1035), 2, 'hsl(226, 100%, 30%)')
(('ovinos', 0.17259018186872066), 5, (1829, 1090), 2, 'hsl(226, 100%, 30%)')
(('audición', 0.17118063811881093), 5, (1695, 1276), None, 'hsl(227, 100%, 30%)')
(('cocción', 0.17095042661048421), 5, (1704, 1273), 2, 'hsl(227, 100%, 30%)')
(('fruit', 0.16974077867685147), 5, (1738, 1209), None, 'hsl(227, 100%, 30%)')
(('mich', 0.16909264575694227), 5, (1740, 1231), 2, 'hsl(227, 100%, 30%)')
(('council', 0.1689088866001886), 5, (1626, 1242), None, 'hsl(227, 100%, 30%)')
(('americanista', 0.16766323508557499), 5, (1702, 1013), 2, 'hsl(227, 100%, 30%)')
(('legendaria', 0.16679375721981951), 5, (1692, 1138), None, 'hsl(227, 100%, 30%)')
(('positivistas', 0.16603180775991977), 5, (1705, 1103), 2, 'hsl(227, 100%, 30%)')
(('porcino', 0.16600773822265813), 5, (1714, 1260), 2, 'hsl(227, 100%, 30%)')
(('psicosis', 0.16419300428447536), 5, (1632, 1246), None, 'hsl(227, 100%, 30%)')
(('spinoza', 0.16138869770672457), 5, (1681, 1209), 2, 'hsl(228, 100%, 30%)')
(('apical', 0.1603350452965685), 5, (1739, 1024), 2, 'hsl(228, 100%, 30%)')
(('vda', 0.15937957361190305), 5, (1729, 1050), None, 'hsl(228, 100%, 30%)')
(('disquisiciones', 0.15916317799349117), 5, (1737, 1114), None, 'hsl(228, 100%, 30%)')
(('inconsciencia', 0.15805661719785499), 5, (1762, 1046), 2, 'hsl(228, 100%, 30%)')
(('sociología', 1.0), 56, (1506, 966), None, 'hsl(0, 100%, 30%)')
(('guzmán', 0.97419500947783122), 52, (1563, 979), None, 'hsl(3, 100%, 30%)')
(('menéndez', 0.73612726510889726), 31, (1604, 1012), None, 'hsl(63, 100%, 30%)')
(('colectividad', 0.55001793859601189), 25, (1628, 985), None, 'hsl(110, 100%, 30%)')
(('medellín', 0.42398571424356679), 22, (1647, 990), None, 'hsl(142, 100%, 30%)')
(('divulgación', 0.3219955628443596), 17, (1550, 971), None, 'hsl(168, 100%, 30%)')
(('hierba', 0.29599038501132918), 16, (1562, 1181), 2, 'hsl(175, 100%, 30%)')
(('hispanoamericanos', 0.26187217065851109), 9, (1504, 968), None, 'hsl(183, 100%, 30%)')
(('educador', 0.24209645597981241), 9, (1569, 1220), 2, 'hsl(188, 100%, 30%)')
(('basándose', 0.23967539049079448), 9, (1550, 1096), None, 'hsl(189, 100%, 30%)')
(('estéticas', 0.22981219757757726), 9, (1572, 1202), 2, 'hsl(191, 100%, 30%)')
(('benítez', 0.2061853348962131), 9, (1558, 1074), None, 'hsl(197, 100%, 30%)')
(('morfología', 0.20585051417816375), 9, (1504, 1133), None, 'hsl(197, 100%, 30%)')
(('radiación', 0.20460798214486453), 9, (1664, 1024), None, 'hsl(198, 100%, 30%)')
(('ospina', 0.19880667758345563), 9, (1620, 983), None, 'hsl(199, 100%, 30%)')
(('errázuriz', 0.19861734580074963), 9, (1680, 997), None, 'hsl(199, 100%, 30%)')
(('individualista', 0.19091324788363084), 8, (1550, 1182), None, 'hsl(201, 100%, 30%)')
(('falcón', 0.18881095440353504), 8, (1505, 1077), None, 'hsl(202, 100%, 30%)')
(('arthur', 0.18074974968114163), 8, (1628, 1120), 2, 'hsl(204, 100%, 30%)')
(('cooperativo', 0.17722372805895828), 7, (1562, 1142), None, 'hsl(205, 100%, 30%)')
(('prehistoria', 0.17706279673643524), 7, (1628, 1131), None, 'hsl(205, 100%, 30%)')
(('aragua', 0.17568383163049317), 7, (1614, 1168), None, 'hsl(205, 100%, 30%)')
(('monagas', 0.17196498078013264), 7, (1572, 1229), 2, 'hsl(206, 100%, 30%)')
(('constituído', 0.16467031245369118), 7, (1565, 970), None, 'hsl(208, 100%, 30%)')
(('geol', 0.15793993415199098), 7, (1654, 1091), None, 'hsl(210, 100%, 30%)')
(('hispanoamericano', 0.15147515354559982), 5, (1563, 1023), None, 'hsl(211, 100%, 30%)')
(('insecticidas', 0.15103278138450787), 5, (1578, 971), 2, 'hsl(211, 100%, 30%)')
(('aborigen', 0.14999267160003343), 5, (1588, 1160), 2, 'hsl(212, 100%, 30%)')
(('fonética', 0.14088770299703157), 5, (1589, 1174), 2, 'hsl(214, 100%, 30%)')
(('vegetativo', 0.13543135308629178), 5, (1559, 1212), 2, 'hsl(215, 100%, 30%)')
(('sedimentación', 0.13519110827348621), 5, (1566, 1068), None, 'hsl(215, 100%, 30%)')
(('constructivo', 0.1329337721682447), 5, (1511, 1015), None, 'hsl(216, 100%, 30%)')
(('intransigencia', 0.13069626857561495), 5, (1673, 1026), None, 'hsl(216, 100%, 30%)')
(('cartografía', 0.13059423065663581), 5, (1557, 1195), 2, 'hsl(216, 100%, 30%)')
(('actuaron', 0.12924719940168644), 5, (1666, 1001), None, 'hsl(217, 100%, 30%)')
(('sugestivo', 0.12426159607362539), 5, (1567, 1039), None, 'hsl(218, 100%, 30%)')
(('afloramientos', 0.12102921903562716), 5, (1514, 1099), 2, 'hsl(219, 100%, 30%)')
(('survey', 0.11906571798286966), 5, (1526, 1161), 2, 'hsl(219, 100%, 30%)')
(('riobamba', 0.11797655560726253), 5, (1598, 1195), 2, 'hsl(220, 100%, 30%)')
(('circundante', 0.11701572328013407), 5, (1604, 1024), None, 'hsl(220, 100%, 30%)')
(('mioceno', 0.11667514314858457), 5, (1571, 1024), 2, 'hsl(220, 100%, 30%)')
(('maracay', 0.11493827525024848), 5, (1581, 1097), 2, 'hsl(220, 100%, 30%)')
(('irreductible', 0.11487499330945743), 5, (1511, 984), None, 'hsl(220, 100%, 30%)')
(('térmica', 0.11470849489788174), 5, (1511, 1202), None, 'hsl(220, 100%, 30%)')
(('conmemorar', 0.11343459357900734), 5, (1572, 1008), 2, 'hsl(221, 100%, 30%)')
(('mistral', 0.11204162896636066), 5, (1593, 1141), 2, 'hsl(221, 100%, 30%)')
(('panama', 0.11192174291345343), 5, (1690, 998), None, 'hsl(221, 100%, 30%)')
(('soublette', 0.10692604396625571), 5, (1558, 1107), None, 'hsl(222, 100%, 30%)')
(('epistolario', 0.10685254479410081), 5, (1637, 1127), None, 'hsl(222, 100%, 30%)')
(('sociológicas', 0.10633763108527039), 5, (1550, 1063), None, 'hsl(223, 100%, 30%)')
(('good', 0.10275981057033044), 5, (1523, 1129), 2, 'hsl(223, 100%, 30%)')
(('acentuación', 0.098751997630660865), 5, (1672, 992), None, 'hsl(225, 100%, 30%)')
(('sinfónica', 0.098221707327886029), 5, (1521, 1180), 2, 'hsl(225, 100%, 30%)')
(('croce', 0.096319078661970023), 5, (1607, 1007), 2, 'hsl(225, 100%, 30%)')
(('paúl', 0.092777655443828988), 5, (1607, 1199), 2, 'hsl(226, 100%, 30%)')
(('eine', 0.089889499968294428), 5, (1606, 975), 2, 'hsl(227, 100%, 30%)')
(('indian', 0.088464599754957102), 5, (1665, 1066), None, 'hsl(227, 100%, 30%)')
(('darién', 0.087094648242693834), 5, (1600, 1211), 2, 'hsl(227, 100%, 30%)')
(('suite', 0.086783934218613065), 5, (1560, 1229), 2, 'hsl(228, 100%, 30%)')
(('tonalidad', 0.086515377760283091), 5, (1604, 1055), None, 'hsl(228, 100%, 30%)')
(('diagramas', 0.086444753221353768), 5, (1562, 1112), 2, 'hsl(228, 100%, 30%)')
(('emocionado', 0.085017173050746034), 5, (1604, 1094), None, 'hsl(228, 100%, 30%)')
(('vaivén', 0.084964721396718609), 5, (1647, 1099), None, 'hsl(228, 100%, 30%)')
(('incontables', 0.084854682484542754), 5, (1512, 1112), 2, 'hsl(228, 100%, 30%)')
(('fricción', 0.083852231630754254), 5, (1571, 1141), 2, 'hsl(228, 100%, 30%)')
(('eoceno', 0.083651764293341938), 5, (1527, 1225), 2, 'hsl(228, 100%, 30%)')
(('ontológica', 0.083569437621938497), 4, (1504, 1209), None, 'hsl(228, 100%, 30%)')
(('chemical', 0.081532106894700515), 4, (1653, 1081), 2, 'hsl(229, 100%, 30%)')
(('alveolar', 0.079653336960970725), 4, (1622, 1163), None, 'hsl(229, 100%, 30%)')
(('quinquenal', 0.07803546353956238), 4, (1587, 1236), 2, 'hsl(230, 100%, 30%)')
(('institution', 0.076612243267831226), 4, (1680, 1035), None, 'hsl(230, 100%, 30%)')
(('hopkins', 0.076497924642876011), 4, (1582, 1082), 2, 'hsl(230, 100%, 30%)')
(('híbridos', 0.076337489224056143), 4, (1694, 999), None, 'hsl(230, 100%, 30%)')
(('stuttgart', 0.076055477037104191), 4, (1581, 1063), 2, 'hsl(230, 100%, 30%)')
(('zipaquirá', 0.076040637839088293), 4, (1505, 1112), None, 'hsl(230, 100%, 30%)')
(('journ', 0.075708119139468302), 4, (1571, 967), None, 'hsl(230, 100%, 30%)')
(('afloran', 0.075385737931342581), 4, (1524, 1009), 2, 'hsl(230, 100%, 30%)')
(('lecuna', 0.073221511479768936), 4, (1526, 1044), None, 'hsl(231, 100%, 30%)')
(('neutralización', 0.071450801122601049), 4, (1576, 975), 2, 'hsl(231, 100%, 30%)')
(('exclamación', 0.071425364719409093), 4, (1568, 1158), None, 'hsl(231, 100%, 30%)')
(('fertilizante', 0.07127647181457733), 4, (1525, 1194), None, 'hsl(231, 100%, 30%)')
(('engorde', 0.070676660081984879), 4, (1527, 1082), 2, 'hsl(232, 100%, 30%)')
(('geschichte', 0.070018124374765373), 4, (1529, 1064), 2, 'hsl(232, 100%, 30%)')
(('manolo', 0.069561030200665119), 4, (1512, 1082), None, 'hsl(232, 100%, 30%)')
(('haitiano', 0.069252746524415973), 4, (1627, 980), 2, 'hsl(232, 100%, 30%)')
(('gide', 0.069156776619193228), 4, (1532, 962), 2, 'hsl(232, 100%, 30%)')
(('contralmirante', 0.067453012048013045), 4, (1512, 1125), None, 'hsl(232, 100%, 30%)')
(('altagracia', 0.065959674031188228), 4, (1533, 1037), None, 'hsl(233, 100%, 30%)')
(('zeus', 0.065866075537056437), 4, (1579, 1041), 2, 'hsl(233, 100%, 30%)')
(('boquerón', 0.064878103587064237), 4, (1506, 1064), 2, 'hsl(233, 100%, 30%)')
(('colaboración', 1.0), 43, (1415, 968), None, 'hsl(0, 100%, 30%)')
(('cooperativa', 0.37082241336488236), 29, (1456, 1040), None, 'hsl(94, 100%, 30%)')
(('velázquez', 0.29603538157801745), 26, (1375, 1039), None, 'hsl(125, 100%, 30%)')
(('kg', 0.27981122302670491), 25, (1374, 996), 2, 'hsl(132, 100%, 30%)')
(('antología', 0.24257873400532967), 23, (1342, 1000), None, 'hsl(148, 100%, 30%)')
(('vásquez', 0.19366029682160793), 20, (1468, 964), None, 'hsl(168, 100%, 30%)')
(('estudiantil', 0.19310044585856123), 20, (1402, 1069), None, 'hsl(169, 100%, 30%)')
(('ptas', 0.18987140624771565), 20, (1380, 1165), None, 'hsl(170, 100%, 30%)')
(('barroco', 0.18967020014186076), 18, (1319, 993), None, 'hsl(170, 100%, 30%)')
(('humanismo', 0.17785307847655091), 16, (1478, 1098), None, 'hsl(175, 100%, 30%)')
(('ibáñez', 0.17262479764556588), 16, (1396, 1172), None, 'hsl(177, 100%, 30%)')
(('objetividad', 0.17255291185255081), 14, (1448, 964), None, 'hsl(177, 100%, 30%)')
(('especializado', 0.15977721324627764), 12, (1361, 1086), None, 'hsl(183, 100%, 30%)')
(('dieciséis', 0.15614126633045056), 12, (1371, 980), 2, 'hsl(184, 100%, 30%)')
(('deformación', 0.14922801538349151), 12, (1483, 1006), None, 'hsl(187, 100%, 30%)')
(('transcripción', 0.13696633900691249), 10, (1360, 1006), None, 'hsl(192, 100%, 30%)')
(('cuestionario', 0.1361055649801638), 9, (1449, 1076), None, 'hsl(192, 100%, 30%)')
(('editora', 0.1202952680306506), 8, (1396, 1024), 2, 'hsl(199, 100%, 30%)')
(('optimista', 0.11930913962926894), 8, (1458, 1218), 2, 'hsl(200, 100%, 30%)')
(('karl', 0.11204411096462577), 8, (1485, 974), None, 'hsl(203, 100%, 30%)')
(('inclán', 0.10403225814985935), 8, (1451, 1174), None, 'hsl(206, 100%, 30%)')
(('editada', 0.10231798859246641), 8, (1329, 1058), None, 'hsl(207, 100%, 30%)')
(('tributación', 0.096940468402669996), 8, (1354, 989), 2, 'hsl(209, 100%, 30%)')
(('inconscientemente', 0.090996162388124344), 7, (1371, 1116), None, 'hsl(211, 100%, 30%)')
(('sonriente', 0.084422306993397811), 7, (1386, 1031), 2, 'hsl(214, 100%, 30%)')
(('millán', 0.083956662267618248), 7, (1392, 1231), 2, 'hsl(214, 100%, 30%)')
(('pancho', 0.081405169232394284), 7, (1337, 1057), None, 'hsl(215, 100%, 30%)')
(('telón', 0.078250465431282848), 7, (1435, 1226), 2, 'hsl(217, 100%, 30%)')
(('radiaciones', 0.077331646613326865), 7, (1457, 1203), 2, 'hsl(217, 100%, 30%)')
(('determinismo', 0.075081225554746653), 7, (1396, 1040), None, 'hsl(218, 100%, 30%)')
(('cósmica', 0.074841715056766275), 7, (1470, 1209), 2, 'hsl(218, 100%, 30%)')
(('psicólogo', 0.073620487996313849), 6, (1460, 1006), None, 'hsl(219, 100%, 30%)')
(('capacitado', 0.071989659116840882), 6, (1313, 997), None, 'hsl(219, 100%, 30%)')
(('pianista', 0.070661042251416367), 6, (1416, 1213), None, 'hsl(220, 100%, 30%)')
(('porteña', 0.068969606536749037), 6, (1400, 995), 2, 'hsl(221, 100%, 30%)')
(('congress', 0.067180147379431149), 6, (1396, 971), 2, 'hsl(221, 100%, 30%)')
(('cósmico', 0.066488844190725302), 6, (1336, 986), None, 'hsl(222, 100%, 30%)')
(('alzaga', 0.064015405329188382), 6, (1403, 1001), None, 'hsl(223, 100%, 30%)')
(('incontenible', 0.063726301461379434), 5, (1403, 1039), None, 'hsl(223, 100%, 30%)')
(('pictórica', 0.063041079675831432), 5, (1343, 1106), 2, 'hsl(223, 100%, 30%)')
(('turista', 0.057920810155737676), 5, (1454, 1057), None, 'hsl(225, 100%, 30%)')
(('author', 0.056960333069126387), 5, (1407, 1042), 2, 'hsl(226, 100%, 30%)')
(('anzoátegui', 0.055939863196775512), 5, (1334, 1013), None, 'hsl(226, 100%, 30%)')
(('published', 0.055609516628033893), 5, (1449, 1198), None, 'hsl(226, 100%, 30%)')
(('montúfar', 0.055580169747325638), 5, (1371, 1035), None, 'hsl(226, 100%, 30%)')
(('mao', 0.054587450955252699), 5, (1410, 1174), 2, 'hsl(227, 100%, 30%)')
(('expectación', 0.054570114395718218), 4, (1417, 1133), None, 'hsl(227, 100%, 30%)')
(('harold', 0.052625578813586558), 4, (1340, 995), 2, 'hsl(227, 100%, 30%)')
(('indecisión', 0.049838669359621224), 4, (1418, 1098), None, 'hsl(229, 100%, 30%)')
(('committee', 0.04898151689170472), 4, (1369, 1025), 2, 'hsl(229, 100%, 30%)')
(('ernst', 0.048699957776849025), 4, (1306, 1014), None, 'hsl(229, 100%, 30%)')
(('section', 0.04868702371649003), 4, (1456, 1114), None, 'hsl(229, 100%, 30%)')
(('cuestionarios', 0.047736857955353672), 4, (1341, 1001), None, 'hsl(229, 100%, 30%)')
(('sobrepasar', 0.046787980576494519), 4, (1454, 1225), 2, 'hsl(230, 100%, 30%)')
(('frei', 0.046542569896314244), 4, (1394, 1213), None, 'hsl(230, 100%, 30%)')
(('ornamentales', 0.046510538828202275), 4, (1491, 1110), None, 'hsl(230, 100%, 30%)')
(('automáticos', 0.046077451699599495), 4, (1393, 1222), 2, 'hsl(230, 100%, 30%)')
(('insustituible', 0.045926504878729582), 4, (1352, 1112), None, 'hsl(230, 100%, 30%)')
(('pecuario', 0.045394808454520506), 4, (1368, 1005), None, 'hsl(230, 100%, 30%)')
